pmid,license,is_open_access
22723914,cc by,Y
22759649,cc by,Y
22783186,cc by-nc,Y
22719852,cc by,Y
22711790,cc by-nc,Y
22713929,,N
22711795,cc by-nc,Y
22707229,,N
22707745,,N
22720033,cc by,Y
22720092,cc by,Y
22707743,,N
22719939,cc by,Y
22729440,,N
22717504,,N
22720073,cc by,Y
22711776,,N
22719832,cc by,Y
22719963,cc by,Y
22719847,cc by,Y
22766456,,N
22719871,cc by,Y
22719866,cc by,Y
22732321,,N
22715364,cc by,Y
22715366,cc by,Y
22719757,cc by,Y
22719868,cc by,Y
22719781,cc by,Y
22717748,cc by,N
22734773,,N
22710906,,N
22764618,,N
22718037,cc by-nc,Y
22726840,,N
22712937,,N
22809379,,N
22811986,,N
22803336,,N
22741036,cc by-nc-nd,N
22722056,,N
22706093,,N
22707929,cc by,Y
22717411,,N
22728304,,N
22726700,,N
22778667,cc by,Y
22778668,cc by,Y
22778659,cc by,Y
22778650,cc by,Y
22778631,cc by,Y
22778633,cc by,Y
22741026,cc by-nc,Y
22778601,cc by,Y
22768892,,N
22710164,,N
22754028,,N
22783156,,N
22779051,,Y
22779047,,Y
22779057,,Y
22779038,,Y
22779043,,Y
22738405,,N
22736996,cc by,Y
22732953,,N
22773923,,N
22736979,cc by,Y
22736969,cc by,Y
22736956,cc by,Y
22809310,,N
22797239,,N
22724299,,N
22784621,cc by,Y
22784614,cc by,Y
22784628,cc by,Y
22784576,cc by,Y
22784569,cc by,Y
22708024,,N
22811955,cc by-nc-sa,Y
22822248,,N
22823204,,N
22822297,,N
22754884,,N
19847781,,N
19780044,,N
19860726,,N
19842989,,N
19842983,,N
19852585,,N
19842988,,N
19842990,,N
19772383,,N
19859957,,N
19852619,,N
19854564,,N
19764807,,N
19758864,,N
19764879,,N
19859945,,N
19859933,,N
19764875,,N
19859948,,N
19834149,,N
19834143,,N
19834137,,N
19859947,,N
19806439,,N
19834145,,N
19798668,,N
19856275,,N
19820114,cc by-nc,Y
19856963,,N
19846596,cc by-nc,Y
19845371,,N
19844910,,N
19834205,,N
19762934,,N
19762928,,N
19762922,,N
19824682,,N
19780026,,N
19762937,,N
19762931,,N
19762925,,N
19762936,,N
19762930,,N
19762924,,N
19760667,,N
19762933,,N
19762927,,N
19805446,,N
19762935,,N
19762929,,N
19762923,,N
19842624,,N
19813762,,N
19809339,,N
19805443,,N
19762932,,N
19762926,,N
19878545,cc by,Y
19876380,cc by,Y
19874631,cc by,Y
19874585,cc by,Y
19874611,cc by,Y
19864470,,N
19863819,cc by,Y
19862534,cc by-nc,Y
19874610,cc by,Y
19863798,cc by,Y
19860924,cc by,Y
19863815,cc by,Y
19864511,,N
19864701,,N
19875273,,N
19864698,,N
19860884,cc by,Y
19864262,cc by-nc,Y
19864118,,N
19857261,cc by,Y
19852798,cc by,Y
19854530,,N
19858034,,N
19853846,,N
19854275,,N
19850754,,N
19847297,cc by,Y
19851466,cc by,Y
19847300,cc by,Y
19850753,cc by-nc,Y
19859576,cc by,Y
19850743,,N
19863768,,Y
19846436,,N
19853047,,N
19846372,,N
19846366,,N
19846377,,N
19846382,,N
19846361,,N
19841731,cc by,Y
19840377,cc by,Y
19835626,cc by,Y
19840893,,N
19837404,,N
19837629,,N
19829692,cc by,Y
19834613,cc by,Y
19828083,cc by,Y
19828074,cc by,Y
19832995,cc by,Y
19828082,cc by,Y
19828070,cc by,Y
19833489,,N
19828085,cc by,Y
19835948,,N
19838995,cc by,Y
19841677,cc by,Y
19835986,,N
19833488,,N
19828575,cc by-nc,Y
19825798,cc by-nc,Y
19825516,,N
19828226,,N
19825513,,N
19822750,,N
19816800,,Y
19819116,,N
19816554,cc by,Y
19822475,,N
19816555,cc by,Y
19816557,cc by,Y
19816556,cc by,Y
19811678,cc by,Y
19811683,cc by,Y
19814800,cc by,Y
19811680,cc by,Y
19811674,cc by,Y
19812545,,N
19815079,,N
19815015,,N
19811861,,N
19805050,,N
19802393,cc by,Y
19801557,cc by-nc,Y
19799796,cc by,Y
19797905,,N
19799776,cc by,Y
19875856,,N
19839681,,N
19829258,,N
19796396,cc by,Y
19780576,,N
19781137,,N
19780347,,N
19875859,,N
19875853,,N
19833959,,N
19875858,,N
19861255,,N
19823243,,N
19796404,cc by,Y
19785046,,N
19760494,,N
19875867,,N
19837039,,N
19764745,,N
19808796,,N
19807291,,N
19800057,,N
19785045,,N
19783497,,N
19796924,,N
19875860,,N
19796406,cc by,Y
19789891,,N
19789645,cc by,Y
19787067,cc by,Y
19805129,,N
19789115,,N
19789109,,N
19787382,,N
19789108,,N
19862345,,Y
19789111,,N
19787450,,N
19787066,cc by,Y
19789095,,N
19786483,,N
19784364,cc by,Y
19789110,,N
19785723,cc by,Y
19786619,,N
19783858,cc by,N
19782544,,N
19782358,,N
19783502,,N
19781059,cc by,Y
19779545,cc0,Y
19783830,,N
19783671,,N
19781082,cc by,Y
19783625,,N
19778442,cc by,Y
19805142,,N
19805041,,N
19775462,cc by,Y
19783248,,N
19772647,cc by,Y
19772641,cc by,Y
19775961,,N
19773335,,N
19772619,cc by,Y
19775984,,N
19775960,,N
19772615,cc by,Y
19772600,cc by,Y
19770262,cc by-nc,Y
19767759,,N
19765311,cc by,Y
19837445,,N
19828356,,N
19819181,,N
19765316,cc by,Y
19770092,,N
19770091,,N
19819199,,N
19770082,,N
19770090,,N
19850495,,N
19761577,cc by,Y
19796915,,N
19761562,cc by,Y
19759917,cc by,Y
19783119,,N
19760130,,N
19761576,cc by,Y
19761607,cc by,Y
19819596,,N
19804999,,N
19761569,cc by,Y
19762480,cc by-nc,Y
19759094,cc by-nc,Y
19759818,cc by,Y
19765614,,N
19758426,cc by,Y
19837488,,N
19756975,cc by-nc,Y
19805320,,N
19782633,,N
19852758,cc by,N
19775956,,N
19772434,,N
19805201,,N
19852182,,N
19793982,cc by-nc-sa,N
19778505,,N
19761364,,N
19791997,,N
19772435,,N
19842606,,N
19762208,,N
19758464,cc by,Y
19758473,cc by,Y
19758467,cc by,Y
19758466,cc by,Y
19758463,cc by,Y
19818675,,N
19763329,,N
19848108,,N
19813633,,N
19813594,,N
19812726,cc by,Y
19798942,,N
19810137,,N
19761310,,N
19761306,,N
19809668,,N
19810526,,N
19838334,cc by,Y
19875888,,N
19814903,,N
19768687,,N
19855869,,N
19822947,,N
19814906,,N
19763253,,N
19860671,,N
19856525,cc by,Y
19834573,,N
19777078,,N
19759856,,N
19791313,,N
19787092,cc by,Y
19802342,,N
19777080,,N
19812778,cc by,Y
19812779,cc by,Y
19812791,cc by,Y
19812765,cc by,Y
19852745,,N
19774204,,N
19771300,cc by,Y
22331859,,N
22331856,,N
22299620,,N
22349993,,N
22350209,,N
22367889,,N
22327873,,N
22291162,,N
22331862,,N
22327929,,N
22367655,,N
22308002,,N
22309114,,N
22350559,,N
22357592,,N
22311668,,N
22319176,,N
22319175,,N
22374470,,N
22332973,,N
22377270,cc by,Y
22376768,cc by,Y
22373907,,N
22374935,,N
22373911,,Y
22369182,cc by,Y
22371825,cc by-nc-sa,Y
22371084,,Y
22364575,,N
22364501,,N
22366294,,N
22374343,,N
22364233,cc by,Y
22374372,,N
22374342,,N
22361365,,N
22362754,cc by-nc,Y
22356618,cc by,Y
22356240,,N
22356731,,Y
22357790,,N
22358812,,N
22354142,,N
22358814,,N
22358808,,N
22358811,,N
22363282,cc by-nc,Y
22355138,,N
22363620,cc0,Y
22363595,cc by,Y
22348444,cc by,Y
22363527,cc by,Y
22350439,,N
22351485,,N
22350331,,N
22363398,cc by,Y
22343071,,N
22339582,,Y
22343410,,N
22344857,,N
22353403,,N
22359670,cc by,Y
22336100,cc by,Y
22355773,cc by-nc-nd,Y
22359624,cc by,Y
22344692,cc by-nc,Y
22353404,,N
22359629,cc by,Y
22355294,cc by-nc,Y
22345127,,N
22359494,cc by,Y
22345543,,N
22336293,cc by,Y
22336388,cc by,Y
22337003,,N
22333270,cc by,Y
22345545,,N
22355302,cc by,Y
22336431,cc by,Y
22374109,,N
22345544,,N
22377658,,N
22349545,,N
22334517,cc by-nc-sa,Y
22345537,,N
22328193,,N
22330431,cc by,Y
22345535,,N
22333244,,N
22330227,cc by,Y
22348041,cc by,Y
22349050,,N
22330691,cc by,Y
22327231,,N
22327386,,N
22327384,,N
22342970,,N
22377657,,N
22326768,,N
22343087,,N
22355254,cc by,Y
22342733,,N
22334025,,N
22327461,,N
22328731,cc by-nc,Y
22306072,,N
22328784,cc by-nc,Y
22349176,,N
22321601,,N
22310482,,N
22346764,cc by,Y
22318459,,N
22342935,,N
22320430,,N
22321892,cc by,Y
22322603,,N
22347386,cc by,Y
22363275,,Y
22322200,cc by,Y
22321698,cc by-nc,Y
22319115,,N
22347165,cc by-nc,Y
22347389,cc by,Y
22328180,,N
22328181,,N
22313125,cc by,N
22311187,,N
22313678,cc by,Y
22347200,cc by-nc,Y
22347153,cc by-nc,Y
22347164,cc by-nc,Y
22326261,,N
22308073,cc by-nc,Y
22318491,,N
22319599,cc by,Y
22307098,cc by-nc,Y
22318476,,N
22318490,,N
22319561,cc by,Y
22318477,,N
22319565,cc by,Y
22300935,,N
22371823,,N
22320777,,N
22302799,cc by-nc-sa,N
22295980,,N
22371431,cc by,Y
22325770,cc by,Y
22320800,,N
22307566,,N
22300696,,N
22357869,cc by-nc-sa,N
22325196,,N
22325351,,N
22332186,,N
22302872,,N
22325356,,N
22295984,,N
22319503,cc by-nc,Y
22311866,,N
22319161,,N
22311865,,N
22311862,,N
22298565,,N
22311864,,N
22293517,cc by,Y
22292986,cc by,Y
22293032,cc by,Y
22355752,cc by-nc-sa,Y
22303481,cc by,Y
22289386,cc by,Y
22289351,cc by,Y
22330680,cc by,Y
22308490,,N
22305994,,N
22306382,,N
22306456,cc by-nc-nd,N
22306209,,N
22303465,cc by,Y
22291580,cc by,Y
22319550,cc by,Y
22312418,cc by-nc,Y
22294029,,N
22292078,cc by,Y
22372999,cc by,Y
22295058,cc by,Y
22366503,,N
22291631,cc by-nc,Y
22325714,,N
22291949,cc by,Y
22368513,cc by,Y
22359438,,Y
22368512,cc by,Y
22303397,cc by-nc,Y
22369349,cc by,Y
22369037,cc by,Y
22308430,,N
22291854,cc by,Y
22325432,,N
22291632,cc by-nc,Y
22368492,cc by,Y
22291673,cc by-nc,Y
22303400,cc by-nc,Y
22359432,,Y
22319492,cc by-nc,Y
22326864,,N
22357055,,N
22316152,,N
22299515,,N
22352208,,N
22350535,,N
22356952,,N
22335068,,N
22316154,,N
22317246,,N
22317137,,N
22316869,,N
22314492,,N
22316842,,N
22303750,,N
22368472,cc by,Y
22368470,cc by,Y
22369459,cc by,Y
22369208,cc by,Y
22369383,cc by,Y
22369493,cc by,Y
22369295,cc by,Y
22369633,cc by,Y
22347785,,Y
22373257,cc by,Y
22373099,cc by,Y
22373441,cc by,Y
22290137,,N
22373069,cc by,Y
22372736,cc by,Y
22373313,cc by,Y
22369099,cc by,Y
22373214,cc by,Y
22372955,cc by,Y
22373260,cc by,Y
22373185,cc by,Y
22373537,cc by,Y
22373328,cc by,Y
22373484,cc by,Y
22373337,cc by,Y
22373266,cc by,Y
22373247,cc by,Y
22373316,cc by,Y
22340439,,N
22346684,cc by,Y
22303374,,Y
22346634,cc by,Y
22303368,,Y
22355642,cc by-nc-sa,Y
22292393,,N
22298939,cc by-nc-nd,Y
22355618,cc by-nc-sa,Y
22330889,cc by,Y
22303342,,Y
22346230,cc by-nc-sa,Y
22301008,,N
22293396,,N
22368304,,N
22319400,cc by,Y
22319380,cc by,Y
22346624,cc by,Y
22346620,cc by,Y
22346596,cc by,Y
22318170,,N
22337756,,N
22368311,,N
22295749,,N
22320970,,N
22346584,cc by,Y
22346575,cc by,Y
22346572,cc by,Y
22347933,cc by,Y
22297547,,N
22319334,cc by,Y
22319323,cc by,Y
22319278,cc by,Y
22294931,cc by,Y
22294927,cc by,Y
22294909,cc by,Y
22294908,cc by,Y
22294884,cc by,Y
22294889,cc by,Y
22294880,cc by,Y
22315546,cc by,Y
22315536,cc by,Y
22303160,cc by,Y
22291569,cc by,Y
22291560,cc by,Y
22291521,cc by,Y
22291516,cc by,Y
22291515,cc by,Y
22303249,,N
22346714,cc by,Y
22346690,cc by,Y
22303236,,N
20508965,,N
20479504,,N
20479498,,N
20513923,,N
20530810,,N
20479491,,N
20479493,,N
20530811,,N
20479497,,N
20479494,,N
20458642,,N
20429780,,N
20496021,,N
20509833,,N
20438443,,N
20490644,,N
20449831,,N
20489222,,N
20489225,,N
20473182,,N
20455261,,N
20531367,,N
20496205,,N
20479501,,N
20455263,,N
20526202,,N
20491597,,N
20489236,,N
20489230,,N
20465523,,N
20519963,,N
20532997,,N
20533989,,N
20529750,,N
20529732,,N
20530533,cc by-nc,Y
20529363,cc by,Y
20529736,,N
20529874,cc by-nc,Y
20525384,cc by,Y
20524001,cc by-nc,Y
20525369,cc by,Y
20525822,,N
20525281,cc by,Y
20522259,cc by,Y
20522270,cc by,Y
20522537,,N
20529922,cc by-nc,Y
20523307,,N
20513386,,N
20473201,,N
20431124,,N
20529943,cc by-nc,Y
20529919,cc by-nc,Y
20529913,cc by-nc,Y
20519158,,N
20431133,,N
20536191,,N
20529942,cc by-nc,Y
20529936,cc by-nc,Y
20529912,cc by-nc,Y
20529894,cc by-nc,Y
20515496,cc by,Y
20512971,,N
20433177,,N
20431138,,N
20431126,,N
20531955,cc by,Y
20529939,cc by-nc,Y
20529933,cc by-nc,Y
20519528,cc by-nc-sa,N
20516293,cc by,Y
20515020,,N
20431129,,N
20473190,,N
20470224,,N
20462202,,N
20431125,,N
20531400,cc by-nc-nd,Y
20529932,cc by-nc,Y
20529908,cc by-nc,Y
20524632,,N
20503607,,N
20457415,,N
20513650,cc by-nc,Y
20511363,,N
20522251,cc by,Y
20509913,cc by,Y
20507547,cc by,Y
20522253,cc by,Y
20509939,cc by,Y
20509921,cc by,Y
20507879,,N
20507585,cc by,Y
20507917,cc by-nc,Y
20507911,cc by-nc,Y
20498504,,N
20507913,cc by-nc,Y
20505003,,N
20500902,cc by,Y
20523745,cc by,Y
20505065,,N
20510641,,N
20510593,,N
20520764,cc by,Y
20508831,cc by,Y
20497588,cc by,Y
20510592,,N
20502913,,N
20500907,,Y
20497952,,N
20510538,,N
20501553,,N
20500882,cc by,Y
20494854,cc0,Y
20495001,,N
20495051,,N
20490655,,N
20508817,cc by,Y
20502673,cc by,Y
20495000,cc by-nc,Y
20492656,cc by,Y
20488979,cc by-nc-nd,N
20502672,cc by,Y
20493680,,N
20482850,cc by,Y
20484328,,N
20484376,cc by-nc,Y
20483814,,N
20483571,,N
20483919,cc by-nc,Y
20482806,cc by,Y
20479225,,N
20488249,,N
20479233,,N
20483379,,N
20479250,,N
20478832,cc by-nc,Y
20487509,cc by,Y
20478828,cc by-nc,Y
20478827,cc by-nc,Y
20472412,,N
20470429,cc by,Y
20472411,,N
20472393,,N
20471810,,N
20471011,,N
20498709,cc by,Y
20466403,,N
20472543,cc by-nc,Y
20534572,,N
20485556,cc by,Y
20466526,,N
20461113,,N
20490259,cc by,Y
20470899,,N
20459862,cc by,Y
20462859,cc by-nc,Y
20462631,,N
20459827,cc by,Y
20467560,cc by,Y
20485488,cc by,Y
20459825,cc by,Y
20459813,cc by,Y
20452740,,N
20438862,,N
20460199,,N
20460157,,N
20455005,cc by-nc,Y
20452742,,N
20452444,,N
20452195,,N
20453293,,N
20459663,cc by,Y
20453004,,N
20452376,,N
20459599,cc by,Y
20445993,,N
20451620,,N
20447873,,N
20467457,cc by,Y
20444264,cc by,Y
20447841,,N
20444871,cc by-nc,Y
20444870,cc by-nc,Y
20442460,,N
20444593,,N
20442047,,N
20442044,,N
20442037,,N
20439748,,N
20438628,cc by,Y
20436488,,Y
20505093,cc by-nc-sa,N
20459171,,N
20432340,,N
20441794,,N
20534243,,N
20499297,,N
20534242,,N
20446907,,N
20478246,,N
20457974,,N
20528192,,N
20521463,,N
20484630,cc by-nc-sa,N
20448178,,N
20439176,cc0,Y
20429783,,N
20438647,cc by,Y
20433712,cc by,Y
20493759,,N
20438652,cc by,Y
20442865,cc by,Y
20434486,,N
20429880,cc by,Y
20438654,cc by,Y
20454451,cc by,Y
20436930,cc by,Y
20493760,,N
20430694,,N
20426810,cc by,Y
20427165,,N
20427164,,N
20494610,,N
20428508,,Y
20452269,,N
20502597,cc by-nc,Y
20456916,,N
20443507,,N
20443501,,N
20443489,,N
20438237,,N
20443509,,N
20443461,,N
20438230,,N
20433048,,N
20453924,,N
20437538,,N
20492289,,N
20481301,,N
20443487,,N
20443481,,N
20441853,,N
20447849,,N
20458373,cc by,Y
20458360,,Y
20450634,,N
20459219,,N
20526350,cc by-nc,Y
20441889,,N
20515278,,N
20526937,,N
20467067,,N
20431808,cc by,Y
20440083,,N
20461161,,Y
20436876,cc by,Y
20436873,cc by,Y
20436875,cc by,Y
20461156,,Y
20473349,,N
20428253,,N
20426213,,N
20426207,,N
20523757,,N
20426222,,N
20426216,,N
20426210,,N
20426204,,N
20426198,,N
20426215,,N
20426203,,N
20426197,,N
20426218,,N
20426206,,N
20428322,,N
20426214,,N
20426202,,N
20426196,,N
20442792,,N
20502627,,N
20485538,,N
20426217,,N
20426205,,N
20426199,,N
20428463,,N
20485469,,N
20517494,cc by,Y
20514358,,N
20523759,,N
20467572,,N
20508837,,N
20436793,,N
20448828,,N
20428476,,N
20454538,,N
20463841,,N
20477662,,N
20526429,,N
22144516,,N
22125014,,N
22038514,,N
22129225,,N
22144390,cc by,Y
22106430,,N
22144387,,N
22134340,,N
22144388,,N
22107358,,N
22082253,,N
22098113,,N
22117848,,N
22139081,,N
22138763,,N
22136115,,N
22141422,cc by,Y
22139474,cc by-nc,Y
22143437,,N
22141114,,N
22140228,,N
22139378,,N
22138323,,N
22139913,cc by-nc,Y
22144250,,N
22078515,,N
22137006,,N
22139939,cc by-nc,Y
22078526,,N
22131889,,N
22135293,cc by-nc,Y
22139924,cc by-nc,Y
22131302,,N
22078173,,N
22131298,,N
22126294,,N
22034358,,N
22034292,,N
22078516,,N
22094270,,N
22034361,,N
22134065,,N
22129718,,N
22129212,,N
22134094,,N
22128784,,N
22134927,cc by-nc,Y
22134095,,N
22140590,cc by,Y
22140552,cc by,Y
22124584,,N
22127647,,N
22140462,cc0,Y
22121056,,N
22123829,cc by-nc,Y
22142949,,N
22138042,,N
22118187,cc by,Y
22039249,,N
22131973,,Y
22128001,,N
22115189,cc by,Y
22115275,,N
22115078,cc by,Y
22119142,cc by,Y
22114003,,N
22115776,,N
22113438,,N
22116643,,N
22057943,,N
22128002,,N
22132100,cc by,Y
22114107,,N
22132107,cc by,Y
22116342,,N
22128000,,N
22128004,,N
22113084,,N
22107874,cc by,Y
22127105,,N
22114356,cc by-nc,Y
22128005,,N
22110244,,N
22104558,cc by,Y
22101402,,N
22113775,,N
22102573,cc by-nc,Y
22100354,,N
22114664,cc0,Y
22101152,cc by-nc,Y
22091666,,N
22095823,,N
22113776,,N
22099929,cc by,Y
22100073,cc by-nc-nd,N
22131910,cc0,Y
22125499,cc0,Y
22091669,,N
22095227,cc by,Y
22096083,,N
22086125,cc by-nc,Y
22067111,,N
22101153,,N
22093680,cc by,Y
22095570,,N
22095906,cc by,Y
22091662,,N
22106152,,N
22106143,,N
22096235,cc by-nc,Y
22089232,,N
22086351,cc by-nc,Y
22106150,,N
22110581,cc by,Y
22110646,cc by,Y
22085837,cc by,Y
22084917,,N
22088866,,N
22084958,,N
22078363,cc by,Y
22031954,,N
22082002,cc by,Y
22106142,,N
22078435,cc by,Y
22082316,cc by,Y
22082126,cc by,Y
22082218,cc by,Y
22081127,,Y
22084256,,N
22084253,cc by-nc,Y
22108644,,N
22108139,,N
22108440,,N
22101136,,N
22086542,,N
22102913,cc by,Y
22094356,,N
22081223,,N
22075996,cc by-nc,Y
22101141,,N
22086492,,N
22080496,,N
22071529,,N
22081224,,N
22074173,cc by,Y
22072317,,N
22070249,cc by,Y
22072388,,N
22096600,cc by,Y
22072531,,N
22067452,cc by-nc,Y
22084038,,N
22059690,cc by-nc-sa,Y
22072385,,N
22068593,,Y
22068329,cc by-nc-sa,Y
22065759,,N
22094642,cc by-nc-nd,Y
22085698,,N
22065763,,N
22064851,cc by-nc,Y
22087277,cc by,Y
22087229,cc0,Y
22056677,,Y
22064044,,N
22053785,cc by-nc-nd,N
22073148,cc by,Y
22057159,,N
22056273,,N
22072960,cc by,Y
22067435,,N
22056477,,N
22052898,,N
22047616,cc by,Y
22052992,cc by,N
22067436,,N
22051375,cc by,Y
22053078,,N
22096452,cc by,Y
22073136,cc by,Y
22056041,,N
22054254,cc by,Y
22053076,cc by-nc,Y
22072955,cc by,Y
22067364,,N
22047634,,N
22047717,cc by,Y
22057050,,N
22077970,,N
22072664,cc by-nc-sa,N
22057063,,N
22125419,,N
22113338,,N
22099459,,N
22072690,cc by-nc-sa,N
22074671,,N
22127259,,N
22047960,,N
22112136,,N
22087925,,N
22087919,,N
22072665,cc by-nc-sa,N
22075226,,N
22044644,cc by,Y
22057060,,N
22045909,,N
22125395,,Y
22110484,cc by,Y
22067742,,N
22057062,,N
22042575,,N
22057064,,N
22057061,,N
22037603,,Y
22039163,cc by-nc,Y
22037400,,N
22035774,,N
22046350,cc by,Y
22037892,,N
22035327,,N
22032181,cc by,Y
22035775,,N
22034914,cc by,Y
22046129,cc by,Y
22046115,cc by,Y
22032775,cc by,Y
22049358,,N
22049369,,N
22049357,,N
22042156,,N
22046305,cc by,Y
22042153,,N
22033131,,N
22042155,,N
22042154,,N
22042169,,N
22042163,,N
22046180,cc by,Y
22074908,,N
22031814,cc by,Y
22057092,,N
22037046,,N
22079048,,N
22036677,,N
22075034,,N
22041220,,N
22043308,cc by,Y
22102773,,Y
22037419,,N
22051023,,N
22046256,cc by,Y
22058650,,Y
22113979,,N
22064367,,N
22103917,,N
22141316,,N
22124568,,N
22030749,,N
22102751,,N
22097255,,N
22084813,cc by-nc,Y
22097252,,N
22084809,cc by-nc,Y
22125385,,Y
22031459,,N
22065628,,Y
22092500,,N
22073773,,N
22053123,,N
22093020,,N
22114367,,N
22091405,cc by,Y
22097748,,N
22043196,,N
22049263,,N
22039364,cc by-nc,Y
22039309,,N
22128050,,N
22037176,,N
22128059,,N
22112528,,N
22097908,,N
22082571,cc by,Y
22080537,cc by-nc,Y
22065448,,N
22128061,,N
22135372,,Y
22128066,,N
22128048,,N
22132049,,N
22132279,,N
22112493,,N
22081761,,N
22073090,cc by-nc-nd,Y
22058629,cc by,Y
22063221,,N
22062060,,N
22073051,cc by-nc-nd,Y
22033598,cc by-nc-nd,Y
22063010,,N
23014757,,N
22949071,,N
23014759,,N
22955941,,N
22983682,,N
22936105,,N
22931491,,N
22945462,,N
23016843,,N
23016855,,N
22987348,,N
23016852,,N
22987347,,N
23016841,,N
23016847,,N
22994879,,N
23009701,,N
22965855,,N
22997128,,N
22997137,,N
22997127,,N
22997126,,N
22997129,,N
22972754,,N
22925725,,N
22996721,,N
23027101,,N
22958720,,N
22927569,,N
22978639,,N
22958719,,N
22927571,,N
22927565,,N
23020816,,N
23020586,cc by,Y
23020112,,N
22950968,cc by,Y
23028291,cc by,Y
23028300,cc by,Y
23023091,,N
23019145,cc by-nc,Y
23019242,,N
23010651,,N
22950945,cc by,Y
22963722,,N
22962967,,N
23017984,,N
23009079,cc by,Y
23012579,cc by-nc,Y
23011805,,N
23012584,cc by-nc,Y
23017192,,N
23007858,,N
23017251,,N
23010771,,N
23009363,cc by,Y
23029193,cc by,Y
23015782,cc by,Y
23012261,cc by,Y
23028820,cc by,Y
23001456,cc by,Y
22998126,,N
23010586,,N
23014748,,N
23006806,,N
23014716,,N
23014744,,N
23014746,,N
23014745,,N
23028276,cc by,Y
23028891,cc by,Y
22992211,,N
23008245,,N
22992736,cc by,N
23008259,,N
22991327,,N
22995382,,N
22990433,,N
22986455,cc by,Y
23029276,cc by,Y
23024630,cc by,Y
23008258,,N
22999977,,N
22985830,cc by,Y
23019420,cc by,Y
22989579,cc by-nc,Y
22985496,cc by,Y
22990389,,N
22985465,,N
22985351,,N
22985438,,N
22987811,,N
22983612,,N
22981777,,N
22982358,,N
22974051,cc by,Y
23028267,cc by,Y
22980752,,N
22976235,,N
23028655,cc by,Y
23028269,cc by,Y
22983955,cc by-nc,Y
22984434,cc by,Y
22984622,cc by,Y
22984568,cc by,Y
22972070,,N
22977176,cc by,Y
22971117,cc by,Y
22970876,,N
22984414,cc by,Y
22971201,cc by,Y
22970879,,N
22975365,,N
22963323,cc by,Y
22984502,cc by,Y
22969150,,N
22973302,cc by,Y
22965006,cc by-nc-nd,Y
22968922,,N
22967005,,N
22966958,cc by,Y
22963167,,N
22963006,cc by,Y
22963189,,N
22997541,cc by,Y
22975038,,N
22966151,cc by-nc,Y
22991575,cc by,Y
22964161,,N
22958613,,N
22958457,,N
22961950,,N
22961102,,N
22958198,,N
22960215,,Y
22960167,,N
22959430,,N
22928944,,N
22956025,,N
22985935,,N
22970283,cc by,Y
22974556,,N
22955496,cc by-nc,Y
22955885,,N
22954628,cc by,Y
22956056,,N
22956795,,N
22924672,,N
22959658,,N
22959628,,N
22956687,,N
22952268,,N
22948007,,N
22957050,cc by,Y
22952238,cc by,N
22947391,,N
22965145,,N
22962593,cc by,Y
22947211,cc by,Y
22988480,cc by,Y
22949484,cc by-nc,Y
22947126,cc by,Y
22943627,cc by,Y
22969710,cc by,Y
22945786,,N
22943455,,N
22997537,cc by,Y
22941365,,Y
22972278,,N
22962488,cc by,Y
22944687,,N
22993416,cc by-nc-sa,N
22987129,,N
22962479,cc by,Y
22962461,cc by,Y
22955978,cc by-nc,Y
22955972,cc by-nc,Y
22987128,,N
22969025,,N
22962484,cc by,Y
22955989,cc by-nc,Y
22955977,cc by-nc,Y
22966888,,N
22962463,cc by,Y
22962451,cc by,Y
22955986,cc by-nc,Y
22945174,,N
22999881,,N
22987127,,N
22984376,,N
22962489,cc by,Y
22962483,cc by,Y
22962471,cc by,Y
22962465,cc by,Y
22955616,cc by-nc-sa,Y
22962444,cc by,Y
22962493,cc by,Y
22962468,cc by,Y
22955991,cc by-nc,Y
22955619,cc by-nc-sa,N
22937800,cc by,Y
22938560,,N
22938563,,N
22941647,cc by-nc,Y
22941223,cc by,Y
22938713,cc by,Y
22937883,cc by,Y
22942017,,N
22941674,,N
22941632,cc by-nc,Y
22969273,cc by,Y
22939365,,N
22952443,cc by,Y
22960087,,N
22956901,cc by,Y
22936170,,N
22969709,cc by,Y
22952990,cc by,Y
22933186,cc by,Y
22931439,,N
22931953,,N
22929924,,N
22937144,cc by,Y
22937126,cc by,Y
22969783,cc by,Y
22944172,,N
22926831,,N
22952647,cc by,Y
22982093,,N
22952789,cc by,Y
22963998,,N
22926163,,N
22936912,cc by,Y
22936970,cc by,Y
22939873,,N
22937107,cc by,Y
22936981,cc by,Y
22927936,cc by,Y
22959839,,N
22954480,,N
23012631,cc by,Y
22927809,cc by,Y
22927994,cc by,Y
22934099,cc by,Y
22992491,,N
22981646,,N
22927888,cc by,Y
22947036,cc by,Y
22954478,,N
22934126,cc by-nc,Y
22924062,cc by,Y
22928109,cc by,Y
23006212,,N
22959976,,N
22935211,,N
22939629,,N
23012574,cc by,Y
22963980,,N
23011343,,N
23005381,,N
22942732,cc by,Y
22944307,,N
23012552,cc by,Y
23012540,cc by,Y
22936887,,N
22942689,cc by,Y
22942683,cc by,Y
23004580,,N
23004593,,N
22969398,cc by,Y
22969388,cc by,Y
22969387,cc by,Y
22969386,cc by,Y
22969360,cc by,Y
22969357,cc by,Y
22969354,cc by,Y
22969322,cc by,Y
22969333,cc by,Y
22958572,cc by,Y
22972445,,N
23024607,cc by,Y
22928162,,N
22965654,,Y
22929789,cc by-nc-nd,Y
22942531,,N
